   1.0136237356632853        7.5977528084983454E-014   94903155035540.922     
   1.0137889922116647        3.4192533800907817E-014   94918627609119.938     
   1.0168214498744266        1.1701370419044362E-014   95202549334294.891     
   1.0225778863096417        6.0804943429032349E-015   95400608122461.453     
   1.0311427659753711        3.2088069803685344E-015   94449899176370.578     
   1.0481421562519975        1.6785274203507490E-015   92562952360439.750     
   1.0707430090451364        9.7626230272204225E-016   89020479010981.250     
   1.1073827269552818        6.0359364804432758E-016   81748175251320.812     
   1.1608843467015759        3.6839282491948086E-016   67074164184567.516     
   1.2228094808212673        2.3238577582484789E-016   52997968265041.195     
   1.2847200923957980        1.5748092846857910E-016   42423903928929.500     
   1.3466064997283946        1.1418853890734152E-016   33252502733582.516     
   1.4084815561061530        8.6337190108078149E-017   26572444902346.227     
   1.4714778364332135        6.7679823667768774E-017   22331235964698.367     
   1.5322178140197347        5.4981562260336474E-017   19171457994259.551     
   1.5940758439652356        4.5592535433547592E-017   16617160331948.389     
   1.6559293669139628        3.8065466035059819E-017   14310073903253.621     
   1.7177793844207545        3.2014894977222820E-017   12318599605769.357     
   1.7796263972630302        2.7500869457577578E-017   10852222386321.842     
   1.8414704054407898        2.4074059499676580E-017   9746177915466.5234     
   1.9033124105088721        2.0846389622842251E-017   8562148968263.1602     
   1.9651524124672775        1.8239681225975701E-017   7597785472619.2236     
   2.0269904113160053        1.6206650527353316E-017   6858680659497.9395     
   2.0888269078324750        1.4442126175453014E-017   6193737731436.4736     
   2.1506624027941061        1.2927242986444646E-017   5614080306205.1016     
   2.2124968962008986        1.1806495464351471E-017   5217772373620.3320     
   2.2743298872754334        1.0786999999004500E-017   4834802117357.4473     
   2.3361618767951287        9.7093022246668911E-018   4382098262872.8403     
   2.3979933655374053        8.8103279768159714E-018   4010506824942.3271     
   2.4598233519474242        8.0833938230196764E-018   3714352498533.5942     
   2.5216538391348613        7.3738071199667105E-018   3415713769666.2803     
   2.5834818224352030        6.8012519670165766E-018   3174133262514.8672     
   2.6453103065129633        6.2567247334693687E-018   2941035816623.8687     
   2.7071377890358850        5.7685712092066992E-018   2728561399854.3296     
   2.7689647707813876        5.3476714844409587E-018   2546857783465.6636     
   2.8307912517494707        4.9423892327170161E-018   2366251116267.1660     
   2.8926172319401342        4.6343471395662661E-018   2236686627667.3286     
   2.9544422105759596        4.3120766075125534E-018   2091145769432.8611     
   3.0162666884343654        3.9960634298188108E-018   1944084377075.5332     
   3.0780916670701903        3.7233401805759941E-018   1820317648400.3606     
   3.1399161449285962        3.5082543208788238E-018   1726673559325.2000     
   3.2017391204547443        3.2985701224083312E-018   1630745819033.4375     
   3.2635620959808920        3.0644419466567660E-018   1517833765255.5425     
   3.3253845707296206        2.8917380216650996E-018   1438831719109.7493     
   3.3872085478106069        2.7090405554345518E-018   1353926763798.6204     
   3.4490300210044968        2.5572718677190537E-018   1282491169839.6763     
   3.5108529965306445        2.4076907600089160E-018   1212630483862.7332     
   3.5726734681696954        2.2717199285246043E-018   1146782711806.3418     
   3.6344949413635854        2.1543606339292152E-018   1091984929917.6014     
   3.6963159137800563        2.0364366954576605E-018   1035280781605.0256     
   3.7581363854191072        1.9171439900697739E-018   976364122481.07971     
   3.8199573578355777        1.8165253741438098E-018   928166630212.86926     
   3.8817768279197904        1.7250181361786059E-018   883494262778.70642     
   3.9435972995588413        1.6347966665837577E-018   839627548361.00854     
   4.0054167696430536        1.5529126647431605E-018   799431121147.35364     
   4.0672362397272659        1.4754352262751920E-018   761312856193.50537     
   4.1290557098114782        1.4132968639729456E-018   731854723098.68982     
   4.1908741783408523        1.3399309567305793E-018   694660335893.69360     
   4.2526936484250646        1.2748568789534091E-018   662525270453.39539     
   4.3145126177318573        1.2130070182433512E-018   631657961620.37573     
   4.3763305854838119        1.1614726041101915E-018   606157687499.72522     
   4.4381485532357674        1.1165442213862159E-018   584309877343.97949     
   4.4999675225425602        1.0676047460952597E-018   560159177159.20813     
   4.5617849895170952        1.0191098910540621E-018   535416581186.36792     
   4.6236029572690498        9.7410690156639629E-019   512703208092.57159     
   4.6854199234661653        9.2804525222144391E-019   488792185942.43140     
   4.7472378912181199        8.9174138177888212E-019   470840507908.14740     
   4.8090548574152363        8.5035757110141010E-019   449342783049.35400     
   4.8708718236123518        8.2690925612109389E-019   438414164711.26678     
   4.9326887898094673        7.9159897609946592E-019   420220738752.63226     
